date,restaurant_id,menu_item_id,predicted_quantity
2026-01-01,R01,M01,52.45543229131535
2026-01-01,R01,M02,32.86904822327067
2026-01-01,R01,M03,19.844766061287913
2026-01-01,R01,M04,24.000869218236183
2026-01-01,R01,M05,28.559557625732115
2026-01-01,R01,M06,22.69667141716888
2026-01-01,R01,M07,16.624077777193705
2026-01-01,R01,M08,16.381380575906594
2026-01-01,R01,M09,42.744844160627416
2026-01-01,R01,M10,32.48932367568057
2026-01-01,R01,M11,47.87497715744769
2026-01-01,R01,M12,28.989589975457736
2026-01-01,R01,M13,25.897896532656382
2026-01-01,R01,M14,18.965323943295306
2026-01-01,R01,M15,61.749855318375474
2026-01-01,R01,M16,37.20258213240846
2026-01-01,R01,M17,21.243112272302245
2026-01-01,R01,M18,19.34698845513874
2026-01-01,R01,M19,15.69419138951244
2026-01-01,R01,M20,11.479935103270254
2026-01-01,R01,M21,18.355155289484838
2026-01-01,R01,M22,15.250958669388766
2026-01-01,R01,M23,64.91958449590076
2026-01-01,R01,M24,38.935604345498604
2026-01-01,R01,M25,22.61305324434346
2026-01-01,R01,M26,18.5245798202722
2026-01-01,R01,M27,20.28541279048515
2026-01-01,R01,M28,22.240315952074937
2026-01-01,R01,M29,29.85626320683416
2026-01-01,R01,M30,24.76311679627371
2026-01-01,R01,M31,32.3256576475658
2026-01-01,R01,M32,26.07235632328643
2026-01-01,R01,M33,17.557670472517774
2026-01-01,R01,M34,36.022405018845184
2026-01-01,R01,M35,11.428365535735962
2026-01-01,R01,M36,13.75134137474202
2026-01-01,R01,M37,16.853404096550022
2026-01-01,R01,M38,16.117400265212243
2026-01-01,R01,M39,20.89919815558441
2026-01-01,R01,M40,14.842625438019637
2026-01-01,R01,M41,20.687682628563564
2026-01-01,R01,M42,22.31714877054252
2026-01-01,R01,M43,39.42321747464678
2026-01-01,R01,M44,30.80795294325241
2026-01-01,R01,M45,25.717444421226233
2026-01-01,R01,M46,33.272098523669534
2026-01-01,R01,M47,18.353232370948078
2026-01-01,R01,M48,16.290037654943088
2026-01-01,R01,M49,24.694863296195848
2026-01-01,R01,M50,17.69694045040775
2026-01-01,R02,M01,38.693398109894666
2026-01-01,R02,M02,26.86365171018532
2026-01-01,R02,M03,15.513390220251306
2026-01-01,R02,M04,18.832356154057603
2026-01-01,R02,M05,20.7075976439895
2026-01-01,R02,M06,17.109266887177114
2026-01-01,R02,M07,11.990147123455978
2026-01-01,R02,M08,12.203877454558748
2026-01-01,R02,M09,34.233310203973964
2026-01-01,R02,M10,26.144502158951628
2026-01-01,R02,M11,36.06478644935845
2026-01-01,R02,M12,21.360883090046148
2026-01-01,R02,M13,20.003242492176398
2026-01-01,R02,M14,13.721295096025765
2026-01-01,R02,M15,46.691474748949524
2026-01-01,R02,M16,29.23443634997482
2026-01-01,R02,M17,17.08669424315208
2026-01-01,R02,M18,15.224829041302794
2026-01-01,R02,M19,11.805236560955409
2026-01-01,R02,M20,8.52311461938442
2026-01-01,R02,M21,13.23714051649732
2026-01-01,R02,M22,12.13500853039558
2026-01-01,R02,M23,44.16849553259434
2026-01-01,R02,M24,32.501006499692615
2026-01-01,R02,M25,16.993797913525164
2026-01-01,R02,M26,13.540262541496968
2026-01-01,R02,M27,15.740325664048783
2026-01-01,R02,M28,18.075183640637196
2026-01-01,R02,M29,23.665436771715672
2026-01-01,R02,M30,18.730287761251923
2026-01-01,R02,M31,26.01831134199107
2026-01-01,R02,M32,20.4134283543653
2026-01-01,R02,M33,14.360819983382703
2026-01-01,R02,M34,27.041013293441615
2026-01-01,R02,M35,9.802769866227578
2026-01-01,R02,M36,10.911033669482809
2026-01-01,R02,M37,13.957767029486158
2026-01-01,R02,M38,12.838690821666898
2026-01-01,R02,M39,16.30460493090041
2026-01-01,R02,M40,11.73857309553503
2026-01-01,R02,M41,14.196088496666562
2026-01-01,R02,M42,18.27256324046658
2026-01-01,R02,M43,28.303078681196023
2026-01-01,R02,M44,24.135382199268584
2026-01-01,R02,M45,18.589595360253014
2026-01-01,R02,M46,25.983777742089128
2026-01-01,R02,M47,15.00289178853685
2026-01-01,R02,M48,12.940053115911848
2026-01-01,R02,M49,18.035975080076557
2026-01-01,R02,M50,14.032093843300254
2026-01-01,R03,M01,48.08925907467943
2026-01-01,R03,M02,36.416466963415196
2026-01-01,R03,M03,19.355836335212214
2026-01-01,R03,M04,23.30272560927338
2026-01-01,R03,M05,27.512903095370064
2026-01-01,R03,M06,21.238015796435555
2026-01-01,R03,M07,14.833451939708146
2026-01-01,R03,M08,14.24256066166025
2026-01-01,R03,M09,39.883781657866365
2026-01-01,R03,M10,32.827765812727435
2026-01-01,R03,M11,44.927700478154414
2026-01-01,R03,M12,29.289388550203345
2026-01-01,R03,M13,24.73865791980437
2026-01-01,R03,M14,18.39559531460919
2026-01-01,R03,M15,58.368443236679255
2026-01-01,R03,M16,37.718915856481416
2026-01-01,R03,M17,21.311378003179236
2026-01-01,R03,M18,20.779696158969944
2026-01-01,R03,M19,16.708860253130617
2026-01-01,R03,M20,10.982242269882676
2026-01-01,R03,M21,17.55163905193168
2026-01-01,R03,M22,16.994710110489194
2026-01-01,R03,M23,55.005002628321705
2026-01-01,R03,M24,39.710956699198654
2026-01-01,R03,M25,22.611545144991993
2026-01-01,R03,M26,18.190419286832054
2026-01-01,R03,M27,20.729458294711144
2026-01-01,R03,M28,23.033518382292286
2026-01-01,R03,M29,28.548223876023265
2026-01-01,R03,M30,23.32045091087547
2026-01-01,R03,M31,33.55018500605477
2026-01-01,R03,M32,25.991395827978387
2026-01-01,R03,M33,17.89909771798494
2026-01-01,R03,M34,36.36521187972056
2026-01-01,R03,M35,11.15193209248853
2026-01-01,R03,M36,13.16708645665316
2026-01-01,R03,M37,16.086410287249485
2026-01-01,R03,M38,15.414658509299763
2026-01-01,R03,M39,21.529252609744958
2026-01-01,R03,M40,16.668913462455947
2026-01-01,R03,M41,20.61324109725193
2026-01-01,R03,M42,23.325179071734567
2026-01-01,R03,M43,37.93293970599487
2026-01-01,R03,M44,31.2465269696457
2026-01-01,R03,M45,24.794233109180833
2026-01-01,R03,M46,32.447875301684384
2026-01-01,R03,M47,19.95630814641963
2026-01-01,R03,M48,16.95091114302505
2026-01-01,R03,M49,22.260950517531885
2026-01-01,R03,M50,19.109761940352264
2026-01-01,R04,M01,32.84824933403039
2026-01-01,R04,M02,24.345471000352653
2026-01-01,R04,M03,15.200106766263069
2026-01-01,R04,M04,16.801320394603025
2026-01-01,R04,M05,19.782065566546724
2026-01-01,R04,M06,15.723854931941801
2026-01-01,R04,M07,11.880774266659632
2026-01-01,R04,M08,11.667463524437178
2026-01-01,R04,M09,30.38532027729062
2026-01-01,R04,M10,23.188235004448003
2026-01-01,R04,M11,35.03463424911152
2026-01-01,R04,M12,20.239885097667642
2026-01-01,R04,M13,18.010367832156547
2026-01-01,R04,M14,13.356771578748635
2026-01-01,R04,M15,42.558055835935725
2026-01-01,R04,M16,25.251213977933162
2026-01-01,R04,M17,16.074848467891787
2026-01-01,R04,M18,14.224819304997208
2026-01-01,R04,M19,10.65851686030952
2026-01-01,R04,M20,7.96051136996234
2026-01-01,R04,M21,11.871086812403705
2026-01-01,R04,M22,12.20475045905625
2026-01-01,R04,M23,44.23243192159989
2026-01-01,R04,M24,30.14186122688437
2026-01-01,R04,M25,16.10972154510257
2026-01-01,R04,M26,13.131577341186853
2026-01-01,R04,M27,14.99616523393131
2026-01-01,R04,M28,15.743264937179969
2026-01-01,R04,M29,21.17442263972814
2026-01-01,R04,M30,17.340717696968074
2026-01-01,R04,M31,23.27827427723307
2026-01-01,R04,M32,19.50302017627582
2026-01-01,R04,M33,11.963365287062956
2026-01-01,R04,M34,24.413511756527672
2026-01-01,R04,M35,8.939224969900438
2026-01-01,R04,M36,10.063966972640873
2026-01-01,R04,M37,11.189467062691728
2026-01-01,R04,M38,11.597879339304614
2026-01-01,R04,M39,14.98558591410094
2026-01-01,R04,M40,10.829564050248337
2026-01-01,R04,M41,12.940659203860726
2026-01-01,R04,M42,15.547609672148223
2026-01-01,R04,M43,27.856631337481215
2026-01-01,R04,M44,23.501825805492008
2026-01-01,R04,M45,17.57381542969931
2026-01-01,R04,M46,22.536191284101456
2026-01-01,R04,M47,13.64797602586
2026-01-01,R04,M48,13.281985707375974
2026-01-01,R04,M49,17.108129812949834
2026-01-01,R04,M50,14.66952185660223
2026-01-01,R05,M01,35.42303147389268
2026-01-01,R05,M02,21.682830942592798
2026-01-01,R05,M03,14.657490105111997
2026-01-01,R05,M04,18.43322266540477
2026-01-01,R05,M05,19.265554467452485
2026-01-01,R05,M06,16.108642544621844
2026-01-01,R05,M07,11.729181084534671
2026-01-01,R05,M08,10.58379467431247
2026-01-01,R05,M09,31.677162958637695
2026-01-01,R05,M10,22.928394603149215
2026-01-01,R05,M11,32.755985107070074
2026-01-01,R05,M12,20.358954562542884
2026-01-01,R05,M13,18.328966060149103
2026-01-01,R05,M14,12.723503792760852
2026-01-01,R05,M15,45.45522506844744
2026-01-01,R05,M16,26.74730720318046
2026-01-01,R05,M17,13.875901137620449
2026-01-01,R05,M18,13.962604054476921
2026-01-01,R05,M19,10.46681540789908
2026-01-01,R05,M20,7.500815666434322
2026-01-01,R05,M21,13.728157774896433
2026-01-01,R05,M22,11.360973022258626
2026-01-01,R05,M23,43.985020450978055
2026-01-01,R05,M24,29.562800819139724
2026-01-01,R05,M25,15.381016638349124
2026-01-01,R05,M26,12.97509488643316
2026-01-01,R05,M27,15.2227196608576
2026-01-01,R05,M28,15.856866469079677
2026-01-01,R05,M29,22.38288515166802
2026-01-01,R05,M30,18.56465170964423
2026-01-01,R05,M31,24.93212323404861
2026-01-01,R05,M32,18.893603393310432
2026-01-01,R05,M33,12.34852390951674
2026-01-01,R05,M34,27.68200519146254
2026-01-01,R05,M35,9.542887642067832
2026-01-01,R05,M36,10.588001994353665
2026-01-01,R05,M37,11.674040257174907
2026-01-01,R05,M38,11.375637939373197
2026-01-01,R05,M39,14.034656898983556
2026-01-01,R05,M40,43.95626098447723
2026-01-01,R05,M41,13.544043835405937
2026-01-01,R05,M42,17.591412934004037
2026-01-01,R05,M43,26.455601191658534
2026-01-01,R05,M44,20.88468951443761
2026-01-01,R05,M45,16.43362374099582
2026-01-01,R05,M46,24.300843270729946
2026-01-01,R05,M47,13.900032715741059
2026-01-01,R05,M48,11.57288410120015
2026-01-01,R05,M49,15.918666508155344
2026-01-01,R05,M50,13.984351964722919
2026-01-01,R06,M01,39.64142711672525
2026-01-01,R06,M02,27.463829189457464
2026-01-01,R06,M03,16.81600951458754
2026-01-01,R06,M04,20.027237731127705
2026-01-01,R06,M05,22.963774451753203
2026-01-01,R06,M06,17.333234519199188
2026-01-01,R06,M07,11.210698540407623
2026-01-01,R06,M08,11.983793616910775
2026-01-01,R06,M09,34.14973039539972
2026-01-01,R06,M10,26.814987478615997
2026-01-01,R06,M11,38.96941016872268
2026-01-01,R06,M12,23.936870367620827
2026-01-01,R06,M13,20.236988409480176
2026-01-01,R06,M14,16.042465156271476
2026-01-01,R06,M15,48.929733377901115
2026-01-01,R06,M16,31.643745935357273
2026-01-01,R06,M17,17.368966758724408
2026-01-01,R06,M18,14.95986891975573
2026-01-01,R06,M19,12.353406496243215
2026-01-01,R06,M20,9.11000299640648
2026-01-01,R06,M21,15.543686993003888
2026-01-01,R06,M22,12.979124806608226
2026-01-01,R06,M23,48.13626834289582
2026-01-01,R06,M24,32.71095614327011
2026-01-01,R06,M25,18.267754775981555
2026-01-01,R06,M26,16.506814265064865
2026-01-01,R06,M27,17.042831282748143
2026-01-01,R06,M28,18.55075550690002
2026-01-01,R06,M29,23.829433180086006
2026-01-01,R06,M30,20.85569025982254
2026-01-01,R06,M31,26.569216407921083
2026-01-01,R06,M32,21.729852494211183
2026-01-01,R06,M33,14.422411128023281
2026-01-01,R06,M34,29.404497688771755
2026-01-01,R06,M35,9.270692715569568
2026-01-01,R06,M36,12.309555558742701
2026-01-01,R06,M37,14.66118065181913
2026-01-01,R06,M38,14.27786620293882
2026-01-01,R06,M39,17.93591822985819
2026-01-01,R06,M40,12.330668155824227
2026-01-01,R06,M41,15.866220701305235
2026-01-01,R06,M42,19.391161625516386
2026-01-01,R06,M43,31.535399392420686
2026-01-01,R06,M44,23.883442258784047
2026-01-01,R06,M45,19.584429960117756
2026-01-01,R06,M46,27.257392292041477
2026-01-01,R06,M47,16.437511062825052
2026-01-01,R06,M48,13.41150460826644
2026-01-01,R06,M49,17.23849899224516
2026-01-01,R06,M50,14.380941528172619
2026-01-01,R07,M01,45.45582746093554
2026-01-01,R07,M02,34.649509114516235
2026-01-01,R07,M03,17.29285606188651
2026-01-01,R07,M04,21.149912747890003
2026-01-01,R07,M05,24.94791886427614
2026-01-01,R07,M06,20.820814052886416
2026-01-01,R07,M07,13.093016752053343
2026-01-01,R07,M08,13.889246144895345
2026-01-01,R07,M09,40.58412911468964
2026-01-01,R07,M10,27.65319823104895
2026-01-01,R07,M11,44.06447589649814
2026-01-01,R07,M12,23.0165850886395
2026-01-01,R07,M13,22.313910814146997
2026-01-01,R07,M14,16.38035375716902
2026-01-01,R07,M15,55.032743089185615
2026-01-01,R07,M16,34.16557385347523
2026-01-01,R07,M17,21.31044270976388
2026-01-01,R07,M18,19.356235958945238
2026-01-01,R07,M19,13.07468324995864
2026-01-01,R07,M20,10.212222154440013
2026-01-01,R07,M21,15.857617998912612
2026-01-01,R07,M22,14.410119874483055
2026-01-01,R07,M23,53.47290707032362
2026-01-01,R07,M24,38.61964543171188
2026-01-01,R07,M25,21.00949513161482
2026-01-01,R07,M26,18.146540437006575
2026-01-01,R07,M27,17.530041806978
2026-01-01,R07,M28,20.823644634229122
2026-01-01,R07,M29,28.352780974453857
2026-01-01,R07,M30,22.549917896319425
2026-01-01,R07,M31,37.751080702983785
2026-01-01,R07,M32,25.88424967121814
2026-01-01,R07,M33,16.648024986133983
2026-01-01,R07,M34,34.602351164483146
2026-01-01,R07,M35,9.978724302180476
2026-01-01,R07,M36,13.133217200515116
2026-01-01,R07,M37,15.805772063248508
2026-01-01,R07,M38,13.487997551495567
2026-01-01,R07,M39,18.59862938634825
2026-01-01,R07,M40,11.440632187229221
2026-01-01,R07,M41,18.095964039811523
2026-01-01,R07,M42,20.88092139287265
2026-01-01,R07,M43,34.63487904573386
2026-01-01,R07,M44,28.123800591511035
2026-01-01,R07,M45,19.901763652324178
2026-01-01,R07,M46,32.39470028255703
2026-01-01,R07,M47,18.92737274206807
2026-01-01,R07,M48,15.431782306782612
2026-01-01,R07,M49,21.38865063738101
2026-01-01,R07,M50,16.647981719396736
2026-01-01,R08,M01,40.33795533348578
2026-01-01,R08,M02,26.370999076030795
2026-01-01,R08,M03,14.57512072035364
2026-01-01,R08,M04,18.060768380883303
2026-01-01,R08,M05,20.98413234169649
2026-01-01,R08,M06,17.562416989231775
2026-01-01,R08,M07,11.266509476234171
2026-01-01,R08,M08,11.122960121767175
2026-01-01,R08,M09,32.64051587870091
2026-01-01,R08,M10,23.660576967761127
2026-01-01,R08,M11,37.307715230274006
2026-01-01,R08,M12,22.340459688735773
2026-01-01,R08,M13,18.020670647215017
2026-01-01,R08,M14,13.972237240835387
2026-01-01,R08,M15,44.59115099610812
2026-01-01,R08,M16,29.311427769024256
2026-01-01,R08,M17,17.231709578117965
2026-01-01,R08,M18,15.390381351455606
2026-01-01,R08,M19,11.769188319285217
2026-01-01,R08,M20,8.127621236505979
2026-01-01,R08,M21,14.153888327343548
2026-01-01,R08,M22,12.257384538355597
2026-01-01,R08,M23,46.28786251876841
2026-01-01,R08,M24,32.29035315747167
2026-01-01,R08,M25,17.880435198732034
2026-01-01,R08,M26,14.324190985529484
2026-01-01,R08,M27,16.046881323998036
2026-01-01,R08,M28,15.841337593944537
2026-01-01,R08,M29,22.06593426560262
2026-01-01,R08,M30,18.98346884693365
2026-01-01,R08,M31,25.795877301601646
2026-01-01,R08,M32,21.24211306049101
2026-01-01,R08,M33,14.557974671220506
2026-01-01,R08,M34,27.67129898287567
2026-01-01,R08,M35,8.082920542969935
2026-01-01,R08,M36,11.500373719515744
2026-01-01,R08,M37,12.989957257329289
2026-01-01,R08,M38,12.205016035983876
2026-01-01,R08,M39,15.634849277824785
2026-01-01,R08,M40,11.346469694826158
2026-01-01,R08,M41,15.267553518269914
2026-01-01,R08,M42,18.244217979379524
2026-01-01,R08,M43,32.15922555901773
2026-01-01,R08,M44,23.85323279641468
2026-01-01,R08,M45,18.726410462047888
2026-01-01,R08,M46,25.428335571319746
2026-01-01,R08,M47,14.587883361754198
2026-01-01,R08,M48,13.264193189972628
2026-01-01,R08,M49,17.390000976730544
2026-01-01,R08,M50,14.474285053867359
2026-01-01,R09,M01,39.300287213516604
2026-01-01,R09,M02,29.76553064940901
2026-01-01,R09,M03,15.670297278121723
2026-01-01,R09,M04,19.338799813616653
2026-01-01,R09,M05,23.099253474484126
2026-01-01,R09,M06,17.808702070090938
2026-01-01,R09,M07,12.147507293413206
2026-01-01,R09,M08,12.433477847082248
2026-01-01,R09,M09,34.14784724187683
2026-01-01,R09,M10,26.286495565010874
2026-01-01,R09,M11,39.41341112392066
2026-01-01,R09,M12,23.095613420727755
2026-01-01,R09,M13,20.7319687614532
2026-01-01,R09,M14,15.590799525402549
2026-01-01,R09,M15,46.89640780360105
2026-01-01,R09,M16,31.263172669698946
2026-01-01,R09,M17,17.754381225531915
2026-01-01,R09,M18,16.015674064116325
2026-01-01,R09,M19,12.675717370873889
2026-01-01,R09,M20,8.464566074450683
2026-01-01,R09,M21,13.509949829269763
2026-01-01,R09,M22,13.493233984866523
2026-01-01,R09,M23,48.93829136927048
2026-01-01,R09,M24,34.34031114745165
2026-01-01,R09,M25,17.83175984068534
2026-01-01,R09,M26,14.68665361354929
2026-01-01,R09,M27,17.052763351812636
2026-01-01,R09,M28,18.85762424978816
2026-01-01,R09,M29,24.068351133501537
2026-01-01,R09,M30,20.59383315081605
2026-01-01,R09,M31,26.818649135107187
2026-01-01,R09,M32,22.61708234260042
2026-01-01,R09,M33,13.826815309263713
2026-01-01,R09,M34,28.763315696792393
2026-01-01,R09,M35,9.960788634984441
2026-01-01,R09,M36,10.177052012105836
2026-01-01,R09,M37,13.398279098496051
2026-01-01,R09,M38,12.276237027252751
2026-01-01,R09,M39,16.877855050216013
2026-01-01,R09,M40,12.464878842574182
2026-01-01,R09,M41,15.656964465595628
2026-01-01,R09,M42,19.89819998953802
2026-01-01,R09,M43,32.62939742152072
2026-01-01,R09,M44,25.519702915696236
2026-01-01,R09,M45,18.784654669890458
2026-01-01,R09,M46,25.440709327476792
2026-01-01,R09,M47,15.648073964733296
2026-01-01,R09,M48,12.470587971116514
2026-01-01,R09,M49,18.38834165574667
2026-01-01,R09,M50,16.626342404149742
2026-01-01,R10,M01,37.0927386315367
2026-01-01,R10,M02,26.74058266378176
2026-01-01,R10,M03,15.094753671636862
2026-01-01,R10,M04,35.89688130697356
2026-01-01,R10,M05,22.1987745465524
2026-01-01,R10,M06,17.72328355826565
2026-01-01,R10,M07,11.585522253867175
2026-01-01,R10,M08,11.933172781492578
2026-01-01,R10,M09,31.87466303626954
2026-01-01,R10,M10,24.74164272876484
2026-01-01,R10,M11,33.90191567317263
2026-01-01,R10,M12,22.311819057331743
2026-01-01,R10,M13,19.178513986067095
2026-01-01,R10,M14,14.92106534496747
2026-01-01,R10,M15,43.81515592956092
2026-01-01,R10,M16,29.564546068673017
2026-01-01,R10,M17,17.372310348130522
2026-01-01,R10,M18,16.02157945222986
2026-01-01,R10,M19,12.663492243970218
2026-01-01,R10,M20,8.032684357595647
2026-01-01,R10,M21,14.002332760025539
2026-01-01,R10,M22,12.869302486755435
2026-01-01,R10,M23,47.027690416567054
2026-01-01,R10,M24,30.537473991627163
2026-01-01,R10,M25,18.927517136308463
2026-01-01,R10,M26,15.306381036396683
2026-01-01,R10,M27,16.37465880596042
2026-01-01,R10,M28,17.640568349312698
2026-01-01,R10,M29,22.691254464102233
2026-01-01,R10,M30,18.602135517343658
2026-01-01,R10,M31,24.72000975113939
2026-01-01,R10,M32,21.106183971366477
2026-01-01,R10,M33,14.233934598526975
2026-01-01,R10,M34,25.67624572875829
2026-01-01,R10,M35,8.879216296698294
2026-01-01,R10,M36,10.924496607918988
2026-01-01,R10,M37,12.736086922833811
2026-01-01,R10,M38,12.833830784139352
2026-01-01,R10,M39,11.638850898398188
2026-01-01,R10,M40,11.561360874300298
2026-01-01,R10,M41,16.656187143006257
2026-01-01,R10,M42,18.92597405714014
2026-01-01,R10,M43,30.449703839737765
2026-01-01,R10,M44,23.49749765301061
2026-01-01,R10,M45,19.591825323978092
2026-01-01,R10,M46,25.38268867565844
2026-01-01,R10,M47,15.730555860552464
2026-01-01,R10,M48,14.688719814910494
2026-01-01,R10,M49,18.575528565443022
2026-01-01,R10,M50,16.60249992154473
2026-01-01,R11,M01,37.22092654758142
2026-01-01,R11,M02,26.380983139531033
2026-01-01,R11,M03,14.778966640613929
2026-01-01,R11,M04,18.581409353217477
2026-01-01,R11,M05,21.430170162273534
2026-01-01,R11,M06,16.650283459743786
2026-01-01,R11,M07,13.070716333530324
2026-01-01,R11,M08,10.999943793996845
2026-01-01,R11,M09,30.579957415193117
2026-01-01,R11,M10,27.79147072486534
2026-01-01,R11,M11,38.51908251972496
2026-01-01,R11,M12,21.15569768626602
2026-01-01,R11,M13,18.58937081915576
2026-01-01,R11,M14,15.954071371025684
2026-01-01,R11,M15,47.68614928698303
2026-01-01,R11,M16,28.714532514523054
2026-01-01,R11,M17,16.07458473931674
2026-01-01,R11,M18,14.598930178970601
2026-01-01,R11,M19,10.724509348082155
2026-01-01,R11,M20,8.097909994389411
2026-01-01,R11,M21,14.379499925185904
2026-01-01,R11,M22,41.64365441311576
2026-01-01,R11,M23,45.740053023250525
2026-01-01,R11,M24,31.52393582628045
2026-01-01,R11,M25,17.41105585458756
2026-01-01,R11,M26,13.779355736808117
2026-01-01,R11,M27,15.76654173916095
2026-01-01,R11,M28,17.052779483343226
2026-01-01,R11,M29,22.762686606413162
2026-01-01,R11,M30,18.269578715314385
2026-01-01,R11,M31,110.0920743942571
2026-01-01,R11,M32,19.187283713893795
2026-01-01,R11,M33,13.354926280897308
2026-01-01,R11,M34,26.82637718696909
2026-01-01,R11,M35,9.222782353822025
2026-01-01,R11,M36,11.379836802049333
2026-01-01,R11,M37,13.502067989490586
2026-01-01,R11,M38,13.059904969017353
2026-01-01,R11,M39,17.9656885937531
2026-01-01,R11,M40,12.198425145871578
2026-01-01,R11,M41,15.27867725334281
2026-01-01,R11,M42,19.164496305185448
2026-01-01,R11,M43,29.4071495737803
2026-01-01,R11,M44,24.004112552410263
2026-01-01,R11,M45,18.174496965644273
2026-01-01,R11,M46,25.778787235659948
2026-01-01,R11,M47,15.951591130014322
2026-01-01,R11,M48,11.484089390526579
2026-01-01,R11,M49,16.615946900723046
2026-01-01,R11,M50,13.801115675621656
2026-01-01,R12,M01,24.150162553686364
2026-01-01,R12,M02,18.397840739682483
2026-01-01,R12,M03,10.336093532530404
2026-01-01,R12,M04,12.350213269920166
2026-01-01,R12,M05,14.517431614279554
2026-01-01,R12,M06,11.475333300915354
2026-01-01,R12,M07,7.801343200135527
2026-01-01,R12,M08,8.393262498556322
2026-01-01,R12,M09,21.310907333474287
2026-01-01,R12,M10,15.129541742486879
2026-01-01,R12,M11,25.434317301880498
2026-01-01,R12,M12,14.51179281032659
2026-01-01,R12,M13,13.551823530547614
2026-01-01,R12,M14,9.795729858039776
2026-01-01,R12,M15,33.17840894445673
2026-01-01,R12,M16,20.60203581245239
2026-01-01,R12,M17,11.773515770286267
2026-01-01,R12,M18,11.16696102627968
2026-01-01,R12,M19,8.539837872854541
2026-01-01,R12,M20,6.038672036871084
2026-01-01,R12,M21,9.470805736834434
2026-01-01,R12,M22,8.46414480990061
2026-01-01,R12,M23,30.038362612398252
2026-01-01,R12,M24,22.405876902415667
2026-01-01,R12,M25,11.665006008213142
2026-01-01,R12,M26,9.787059069700522
2026-01-01,R12,M27,10.922086463279536
2026-01-01,R12,M28,12.01530983244767
2026-01-01,R12,M29,16.000243341516345
2026-01-01,R12,M30,14.173903684838583
2026-01-01,R12,M31,16.719418814416567
2026-01-01,R12,M32,14.312741397474868
