restaurant_id,menu_item_id,category,baseline_demand,baseline_observation_count,weekend_uplift_pct,weekend_active_count,weekend_baseline_count,weekend_signal_level,weekend_confidence,holiday_uplift_pct,holiday_active_count,holiday_baseline_count,holiday_signal_level,holiday_confidence,event_uplift_pct,event_active_count,event_baseline_count,event_signal_level,event_confidence,promotion_uplift_pct,promotion_active_count,promotion_baseline_count,promotion_signal_level,promotion_confidence,precipitation_uplift_pct,precipitation_active_count,precipitation_baseline_count,precipitation_signal_level,precipitation_confidence
R01,M01,Burgers,68.67307692307692,1820,20.813408803579648,519,1301,restaurant_sku,high,16.33929729028911,63,1757,restaurant_sku,medium,87.28505961788207,55,1765,restaurant_sku,medium,27.370862050855283,14,1806,restaurant_sku,low,-8.864819650051391,625,1195,restaurant_sku,high
R01,M02,Burgers,48.65270121278942,1814,20.82181984610545,516,1298,restaurant_sku,high,11.635821592449913,63,1751,restaurant_sku,medium,85.48519068263009,55,1759,restaurant_sku,medium,57.04438695343719,14,1800,restaurant_sku,low,-8.140582508461069,623,1191,restaurant_sku,high
R01,M03,Burgers,27.46900713110258,1823,20.124898091548094,522,1301,restaurant_sku,high,6.746385518180764,63,1760,restaurant_sku,medium,77.61491511396683,55,1768,restaurant_sku,medium,39.906698036643064,34,1789,restaurant_sku,medium,-7.669346601086047,627,1196,restaurant_sku,high
R01,M04,Burgers,33.96375617792422,1821,19.416596335572976,519,1302,restaurant_sku,high,7.9262182662972025,63,1758,restaurant_sku,medium,80.34256049454396,55,1766,restaurant_sku,medium,22.96846861949453,145,14406,category,high,-9.05789905543365,625,1196,restaurant_sku,high
R01,M05,Burgers,38.053443526170796,1815,20.685029295516387,517,1298,restaurant_sku,high,6.741008337664667,63,1752,restaurant_sku,medium,83.53631285865524,54,1761,restaurant_sku,medium,22.597592424384793,14,1801,restaurant_sku,low,-7.621886937891786,627,1188,restaurant_sku,high
R01,M06,Burgers,30.53329664281783,1817,22.73020000744235,518,1299,restaurant_sku,high,11.26696403094327,63,1754,restaurant_sku,medium,88.05002489448037,55,1762,restaurant_sku,medium,14.163558300948642,55,1762,restaurant_sku,medium,-7.14866411650279,624,1193,restaurant_sku,high
R01,M07,Burgers,20.822979659153383,1819,19.459419462115623,522,1297,restaurant_sku,high,2.9366469905234727,63,1756,restaurant_sku,medium,87.97235631891864,55,1764,restaurant_sku,medium,22.96846861949453,145,14406,category,high,-6.668261301645028,624,1195,restaurant_sku,high
R01,M08,Burgers,19.836443468715697,1822,20.857621620256992,520,1302,restaurant_sku,high,18.755318636502306,61,1761,restaurant_sku,medium,78.76114888995689,55,1767,restaurant_sku,medium,22.96846861949453,145,14406,category,high,-5.660420641625619,628,1194,restaurant_sku,high
R01,M09,Chicken,55.01708930540243,1814,19.88441764426314,519,1295,restaurant_sku,high,10.10568341866911,63,1751,restaurant_sku,medium,68.25256989116374,55,1759,restaurant_sku,medium,7.7946210164375085,112,10797,category,high,-8.153079963153365,625,1189,restaurant_sku,high
R01,M10,Chicken,41.411086717892424,1822,20.205781612236585,521,1301,restaurant_sku,high,14.44840831844143,63,1759,restaurant_sku,medium,65.85978254396446,55,1767,restaurant_sku,medium,9.980929171018516,35,1787,restaurant_sku,medium,-7.786043381896713,626,1196,restaurant_sku,high
R01,M11,Chicken,61.89218921892189,1818,20.87786917932415,520,1298,restaurant_sku,high,19.950339347790113,63,1755,restaurant_sku,medium,77.37487311626454,54,1764,restaurant_sku,medium,3.290990252439463,21,1797,restaurant_sku,low,-7.691104233236956,624,1194,restaurant_sku,high
R01,M12,Chicken,36.58085808580858,1818,21.004193837017393,520,1298,restaurant_sku,high,16.294561813775708,62,1756,restaurant_sku,medium,67.62966617711157,55,1763,restaurant_sku,medium,24.53873814972214,21,1797,restaurant_sku,low,-7.880522197228346,627,1191,restaurant_sku,high
R01,M13,Chicken,32.54615384615385,1820,18.56699115599647,522,1298,restaurant_sku,high,12.919406434135317,63,1757,restaurant_sku,medium,79.03277030968458,55,1765,restaurant_sku,medium,16.391740816792154,21,1799,restaurant_sku,low,-8.059019100264242,626,1194,restaurant_sku,high
R01,M14,Chicken,23.358833241607044,1817,20.302112143969687,518,1299,restaurant_sku,high,14.886817970648103,63,1754,restaurant_sku,medium,64.59223533330629,53,1764,restaurant_sku,medium,10.478691262636897,14,1803,restaurant_sku,low,-7.416975035563322,622,1195,restaurant_sku,high
R01,M15,Sides,79.3532967032967,1820,18.991007560238103,521,1299,restaurant_sku,high,8.952729034315876,63,1757,restaurant_sku,medium,67.83747710630293,55,1765,restaurant_sku,medium,8.174023543868959,14,1806,restaurant_sku,low,-8.389103801495478,626,1194,restaurant_sku,high
R01,M16,Sides,51.16199890170236,1821,21.171175472604986,521,1300,restaurant_sku,high,7.791440452168863,63,1758,restaurant_sku,medium,83.98129759297296,55,1766,restaurant_sku,medium,23.87048169231587,28,1793,restaurant_sku,low,-6.614024448443489,627,1194,restaurant_sku,high
R01,M17,Sides,29.161894273127754,1816,18.878242827237777,518,1298,restaurant_sku,high,8.69850114655577,63,1753,restaurant_sku,medium,70.66853747708197,55,1761,restaurant_sku,medium,21.19712020215223,14,1802,restaurant_sku,low,-4.547176057136371,625,1191,restaurant_sku,high
R01,M18,Sides,25.98289183222958,1812,19.775003704185146,519,1293,restaurant_sku,high,5.394739742939647,63,1749,restaurant_sku,medium,71.51681987051934,55,1757,restaurant_sku,medium,9.492901974104972,14,1798,restaurant_sku,low,-6.53883925198987,621,1191,restaurant_sku,high
R01,M19,Sides,18.496703296703295,1820,20.455145699445374,520,1300,restaurant_sku,high,8.979978187953996,63,1757,restaurant_sku,medium,72.47344323126086,55,1765,restaurant_sku,medium,11.884843013341385,21,1799,restaurant_sku,low,-6.91317708136946,626,1194,restaurant_sku,high
R01,M20,Sides,13.423076923076923,1820,22.794970396142354,520,1300,restaurant_sku,high,1.5130946320493166,63,1757,restaurant_sku,medium,67.60665739107155,54,1766,restaurant_sku,medium,30.141404118084836,14,1806,restaurant_sku,low,-7.730161427357684,625,1195,restaurant_sku,high
R01,M21,Sides,23.444200109950522,1819,17.46283925341705,520,1299,restaurant_sku,high,10.70105046114409,63,1756,restaurant_sku,medium,81.66519127197043,55,1764,restaurant_sku,medium,13.636410335439475,35,1784,restaurant_sku,medium,-8.409111816843728,624,1195,restaurant_sku,high
R01,M22,Sides,20.106710671067106,1818,21.699790948627886,519,1299,restaurant_sku,high,9.046495477970584,63,1755,restaurant_sku,medium,54.514067929604295,55,1763,restaurant_sku,medium,17.747603140861568,14,1804,restaurant_sku,low,-10.193016830304092,626,1192,restaurant_sku,high
R01,M23,Drinks,95.62431243124313,1818,19.588970659125238,518,1300,restaurant_sku,high,21.859006632570342,63,1755,restaurant_sku,medium,104.86017195739232,55,1763,restaurant_sku,medium,42.35785550416866,34,1784,restaurant_sku,medium,-7.869976752982022,627,1191,restaurant_sku,high
R01,M24,Drinks,62.57205720572057,1818,19.288725233787886,518,1300,restaurant_sku,high,10.4163157874122,63,1755,restaurant_sku,medium,101.34230479469797,55,1763,restaurant_sku,medium,50.709812430586965,28,1790,restaurant_sku,low,-6.550330929487758,626,1192,restaurant_sku,high
R01,M25,Drinks,34.43124312431243,1818,20.41544245484481,521,1297,restaurant_sku,high,9.38244899992171,63,1755,restaurant_sku,medium,89.50049375348013,55,1763,restaurant_sku,medium,36.37618542974374,27,1791,restaurant_sku,low,-8.649973573557412,626,1192,restaurant_sku,high
R01,M26,Drinks,27.944505494505496,1820,20.088194201886147,520,1300,restaurant_sku,high,10.36299672728347,63,1757,restaurant_sku,medium,101.30160497086962,55,1765,restaurant_sku,medium,4.637572059668371,13,1807,restaurant_sku,low,-6.8729659753993255,628,1192,restaurant_sku,high
R01,M27,Drinks,31.444322545255073,1823,18.717873344156178,522,1301,restaurant_sku,high,6.393473724151,63,1760,restaurant_sku,medium,99.20438966717083,55,1768,restaurant_sku,medium,62.48092990726948,151,14399,category,high,-8.56930715908697,626,1197,restaurant_sku,high
R01,M28,Drinks,34.190528634361236,1816,19.669241446217956,519,1297,restaurant_sku,high,5.342592058699425,62,1754,restaurant_sku,medium,92.54206454657212,55,1761,restaurant_sku,medium,16.935017656605144,14,1802,restaurant_sku,low,-6.838482220714493,626,1190,restaurant_sku,high
R01,M29,Drinks,47.13916391639164,1818,18.33084477558835,521,1297,restaurant_sku,high,10.651241388275047,63,1755,restaurant_sku,medium,100.8427177811896,55,1763,restaurant_sku,medium,62.48092990726948,151,14399,category,high,-7.321476178817987,623,1195,restaurant_sku,high
R01,M30,Drinks,39.03133589884552,1819,20.51443297995259,519,1300,restaurant_sku,high,9.765199827857195,63,1756,restaurant_sku,medium,96.15819209039549,55,1764,restaurant_sku,medium,42.19606810674279,28,1791,restaurant_sku,low,-8.966456633151608,626,1193,restaurant_sku,high
R01,M31,Breakfast,41.847000550357734,1817,19.785424194821278,520,1297,restaurant_sku,high,7.865903374100092,63,1754,restaurant_sku,medium,58.79989208113994,55,1762,restaurant_sku,medium,30.28872783895695,42,1775,restaurant_sku,medium,-3.8382432886901796,625,1192,restaurant_sku,high
R01,M32,Breakfast,33.02258953168044,1815,21.234168359196225,518,1297,restaurant_sku,high,8.168500708194259,63,1752,restaurant_sku,medium,68.72870341096706,55,1760,restaurant_sku,medium,60.15437036822535,14,1801,restaurant_sku,low,-5.869294478523934,621,1194,restaurant_sku,high
R01,M33,Breakfast,20.707760044028618,1817,20.814917881550365,520,1297,restaurant_sku,high,2.199146761374715,61,1756,restaurant_sku,medium,63.873674586343945,55,1762,restaurant_sku,medium,56.941674256660946,14,1803,restaurant_sku,low,-9.330062110883052,627,1190,restaurant_sku,high
R01,M34,Breakfast,44.98410087719298,1824,20.640320500774845,521,1303,restaurant_sku,high,4.6124686994065245,63,1761,restaurant_sku,medium,68.78070339101636,55,1769,restaurant_sku,medium,16.881705059446595,21,1803,restaurant_sku,low,-6.677482288801862,628,1196,restaurant_sku,high
R01,M35,Breakfast,13.748901098901099,1820,19.3483288641805,519,1301,restaurant_sku,high,1.1747491061691484,63,1757,restaurant_sku,medium,64.47888539641681,55,1765,restaurant_sku,medium,75.57418884433102,14,1806,restaurant_sku,low,-2.2696539646113845,625,1195,restaurant_sku,high
R01,M36,Breakfast,16.351973684210527,1824,21.923500065236713,521,1303,restaurant_sku,high,9.160839740878068,63,1761,restaurant_sku,medium,65.42724100026601,55,1769,restaurant_sku,medium,9.32202156608799,21,1803,restaurant_sku,low,-5.335363768585088,627,1197,restaurant_sku,high
R01,M37,Breakfast,19.229544206479957,1821,19.491047432774877,521,1300,restaurant_sku,high,9.224229783313408,63,1758,restaurant_sku,medium,69.54773919660377,54,1767,restaurant_sku,medium,19.26860062246756,42,1779,restaurant_sku,medium,-3.7942271114825954,627,1194,restaurant_sku,high
R01,M38,Desserts,21.701427003293084,1822,16.859881986455626,521,1301,restaurant_sku,high,26.2846132575705,63,1759,restaurant_sku,medium,109.45043103448278,55,1767,restaurant_sku,medium,14.5986760446835,35,1787,restaurant_sku,medium,-8.124352197903818,628,1194,restaurant_sku,high
R01,M39,Desserts,31.046703296703296,1820,20.01990727401315,520,1300,restaurant_sku,high,6.212644522829702,63,1757,restaurant_sku,medium,86.27809789686019,55,1765,restaurant_sku,medium,8.579449425649543,49,1771,restaurant_sku,medium,-9.242748649424538,625,1195,restaurant_sku,high
R01,M40,Desserts,19.893839383938396,1818,15.941978931483568,521,1297,restaurant_sku,high,8.889214091739305,62,1756,restaurant_sku,medium,85.55941910411127,54,1764,restaurant_sku,medium,19.22904401457808,21,1797,restaurant_sku,low,-8.86043384125168,625,1193,restaurant_sku,high
R01,M41,Desserts,27.598125689084895,1814,18.57560394767801,519,1295,restaurant_sku,high,4.614317659688361,63,1751,restaurant_sku,medium,84.49026684395291,54,1760,restaurant_sku,medium,22.80657447676997,42,1772,restaurant_sku,medium,-7.953454689390571,627,1187,restaurant_sku,high
R01,M42,Desserts,33.75825991189427,1816,21.01580575635118,521,1295,restaurant_sku,high,3.664528783959664,62,1754,restaurant_sku,medium,91.28219392493624,55,1761,restaurant_sku,medium,26.57710445316692,14,1802,restaurant_sku,low,-8.699291142905386,625,1191,restaurant_sku,high
R01,M43,Combos,52.39065934065934,1820,19.278374727389046,522,1298,restaurant_sku,high,19.95221027479093,63,1757,restaurant_sku,medium,91.96975928072195,55,1765,restaurant_sku,medium,7.712185089610291,21,1799,restaurant_sku,low,-10.921355297951973,626,1194,restaurant_sku,high
R01,M44,Combos,41.425508521165476,1819,17.027070884838746,520,1299,restaurant_sku,high,14.568269670648837,63,1756,restaurant_sku,medium,72.83387158296249,55,1764,restaurant_sku,medium,4.005255613951264,14,1805,restaurant_sku,low,-7.995651044202656,626,1193,restaurant_sku,high
R01,M45,Combos,32.51508502468459,1823,18.72482772206783,520,1303,restaurant_sku,high,12.112714344763198,63,1760,restaurant_sku,medium,79.62929015834357,55,1768,restaurant_sku,medium,23.23937664991911,14,1809,restaurant_sku,low,-8.635816201930313,626,1197,restaurant_sku,high
R01,M46,Combos,44.26868131868132,1820,17.350467710145836,521,1299,restaurant_sku,high,7.039619428942934,63,1757,restaurant_sku,medium,79.54926724651497,55,1765,restaurant_sku,medium,18.332021030707878,35,1785,restaurant_sku,medium,-8.314867048626418,625,1195,restaurant_sku,high
R01,M47,Combos,26.475770925110133,1816,20.374897079127628,518,1298,restaurant_sku,high,11.34973853987482,63,1753,restaurant_sku,medium,78.50763847162699,55,1761,restaurant_sku,medium,26.113712784747143,91,9007,category,medium,-8.481047486246629,626,1190,restaurant_sku,high
R01,M48,Specials,17.200330214639514,1817,18.184751997481484,518,1299,restaurant_sku,high,5.111979710199921,63,1754,restaurant_sku,medium,67.06277697524668,55,1762,restaurant_sku,medium,10.520401825119219,35,1782,restaurant_sku,medium,-4.553792832419424,624,1193,restaurant_sku,high
R01,M49,Specials,24.636763896532745,1817,22.94390785136158,520,1297,restaurant_sku,high,9.500850017671091,63,1754,restaurant_sku,medium,54.3008335674815,55,1762,restaurant_sku,medium,0.152943196399824,56,5397,category,medium,-1.9369936409146304,625,1192,restaurant_sku,high
R01,M50,Specials,19.677844969763605,1819,18.72049603478425,521,1298,restaurant_sku,high,9.077470234063156,63,1756,restaurant_sku,medium,59.52649848831444,55,1764,restaurant_sku,medium,17.851073815727702,21,1798,restaurant_sku,low,-3.7978862471645725,625,1194,restaurant_sku,high
